CODARTICULO;CODCATEGORIA;DESCRIPCION;Stock M�nimo;Stock M�ximo;Stock de Pedido;Pasillo;Estanteria;Casillero;Estado
3;2;TUERCA M10X1,5 ;10;10;10;1;1;1;activo
4;2;TUERCA M12X1,5 ;10;10;10;1;1;1;activo
5;2;TUERCA M14X1,5 ;10;10;10;1;1;1;activo
6;2;TUERCA M6X1,5 AUTOFRENANTE ;10;10;10;1;1;1;activo
7;2;TUERCA M8X1,5 AUTOFRENANTE ;10;10;10;1;1;1;activo
8;2;TUERCA M10X1,5 AUTOFRENANTE ;10;10;10;1;1;1;activo
9;2;TUERCA M12X1,5 AUTOFRENANTE ;10;10;10;1;1;1;activo
10;2;TUERCA M14X1,5 AUTOFRENANTE ;10;10;10;1;1;1;activo
11;2;ARANDELA PLANA M6 VUELO BAJO ;10;10;10;1;1;1;activo
12;2;ARANDELA PLANA M8 VUELO BAJO ;10;10;10;1;1;1;activo
13;2;ARANDELA PLANA M10 VUELO BAJO ;10;10;10;1;1;1;activo
14;2;ARANDELA PLANA M12 VUELO BAJO ;10;10;10;1;1;1;activo
15;2;ARANDELA PLANA M14 VUELO BAJO ;10;10;10;1;1;1;activo
16;2;ARANDELA PLANA M6 VUELO ALTO ;10;10;10;1;1;1;activo
17;2;ARANDELA PLANA M8 VUELO ALTO ;10;10;10;1;1;1;activo
18;2;ARANDELA PLANA M10 VUELO ALTO ;10;10;10;1;1;1;activo
19;2;ARANDELA PLANA M12 VUELO ALTO ;10;10;10;1;1;1;activo
20;2;ARANDELA PLANA M14 VUELO ALTO ;10;10;10;1;1;1;activo
21;2;ARANDELA GROWER M6 ;10;10;10;1;1;1;activo
22;2;ARANDELA GROWER M8 ;10;10;10;1;1;1;activo
23;2;ARANDELA GROWER M10 ;10;10;10;1;1;1;activo
24;2;ARANDELA GROWER M12 ;10;10;10;1;1;1;activo
25;2;ARANDELA GROWER M14 ;10;10;10;1;1;1;activo
26;2;ARANDELA BISELADA M6 ;10;10;10;1;1;1;activo
27;2;ARANDELA BISELADA M8 ;10;10;10;1;1;1;activo
28;2;ARANDELA BISELADA M10 ;10;10;10;1;1;1;activo
29;2;ARANDELA BISELADA M12 ;10;10;10;1;1;1;activo
30;2;ARANDELA BISELADA M14 ;10;10;10;1;1;1;activo
31;2;ARANDELA ALUMINIO M6 ;10;10;10;1;1;1;activo
32;2;ARANDELA ALUMINIO M8 ;10;10;10;1;1;1;activo
33;2;ARANDELA ALUMINIO M10 ;10;10;10;1;1;1;activo
34;2;ARANDELA ALUMINIO M12 ;10;10;10;1;1;1;activo
35;2;ARANDELA ALUMINIO M14 ;10;10;10;1;1;1;activo
36;2;ARANDELA ALUMINIO M16 ;10;10;10;1;1;1;activo
37;2;ARANDELA ALUMINIO M18 ;10;10;10;1;1;1;activo
38;2;ARANDELA ALUMINIO M20 ;10;10;10;1;1;1;activo
39;2;ARANDELA ALUMINIO M22 ;10;10;10;1;1;1;activo
40;2;ARANDELA ALUMINIO M24 ;10;10;10;1;1;1;activo
41;2;ARANDELA ALUMINIO M26 ;10;10;10;1;1;1;activo
42;2;ARANDELA ALUMINIO M28 ;10;10;10;1;1;1;activo
43;2;ARANDELA ALUMINIO M30 ;10;10;10;1;1;1;activo
44;2;ARANDELA ALUMINIO M32 ;10;10;10;1;1;1;activo
45;2;ARANDELA ALUMINIO M34 ;10;10;10;1;1;1;activo
46;2;ARANDELA ALUMINIO M36 ;10;10;10;1;1;1;activo
47;2;BULON M6X20X1,5 ;10;10;10;1;1;1;activo
48;2;BULON M8X20X1,5 ;10;10;10;1;1;1;activo
49;2;BULON M10X20X1,5 ;10;10;10;1;1;1;activo
50;2;BULON M12X20X1,5 ;10;10;10;1;1;1;activo
51;2;BULON M14X20X1,5 ;10;10;10;1;1;1;activo
52;2;BULON M6X25X1,5 ;10;10;10;1;1;1;activo
53;2;BULON M8X25X1,5 ;10;10;10;1;1;1;activo
54;2;BULON M10X25X1,5 ;10;10;10;1;1;1;activo
55;2;BULON M12X25X1,5 ;10;10;10;1;1;1;activo
56;2;BULON M14X25X1,5 ;10;10;10;1;1;1;activo
57;2;BULON M6X30X1,5 ;10;10;10;1;1;1;activo
58;2;BULON M8X30X1,5 ;10;10;10;1;1;1;activo
59;2;BULON M10X30X1,5 ;10;10;10;1;1;1;activo
60;2;BULON M12X30X1,5 ;10;10;10;1;1;1;activo
61;2;BULON M14X30X1,5 ;10;10;10;1;1;1;activo
62;2;BULON M6X40X1,5 ;10;10;10;1;1;1;activo
63;2;BULON M8X40X1,5 ;10;10;10;1;1;1;activo
64;2;BULON M10X40X1,5 ;10;10;10;1;1;1;activo
65;2;BULON M12X40X1,5 ;10;10;10;1;1;1;activo
66;2;BULON M14X40X1,5 ;10;10;10;1;1;1;activo
67;2;BULON M6X50X1,5 ;10;10;10;1;1;1;activo
68;2;BULON M8X50X1,5 ;10;10;10;1;1;1;activo
69;2;BULON M10X50X1,5 ;10;10;10;1;1;1;activo
70;2;BULON M12X50X1,5 ;10;10;10;1;1;1;activo
71;2;BULON M14X50X1,5 ;10;10;10;1;1;1;activo
72;2;BULON M6X60X1,5 ;10;10;10;1;1;1;activo
73;2;BULON M8X60X1,5 ;10;10;10;1;1;1;activo
74;2;BULON M10X60X1,5 ;10;10;10;1;1;1;activo
75;2;BULON M12X60X1,5 ;10;10;10;1;1;1;activo
76;2;BULON M14X60X1,5 ;10;10;10;1;1;1;activo
77;2;BULON M6X70X1,5 ;10;10;10;1;1;1;activo
78;2;BULON M8X70X1,5 ;10;10;10;1;1;1;activo
79;2;BULON M10X70X1,5 ;10;10;10;1;1;1;activo
80;2;BULON M12X70X1,5 ;10;10;10;1;1;1;activo
81;2;BULON M14X70X1,5 ;10;10;10;1;1;1;activo
82;2;PRECINTO 150MM CORTO ;10;10;10;1;1;1;activo
83;2;PRECINTO 180MM CORTO ;10;10;10;1;1;1;activo
84;2;PRECINTO 200MM MEDIANO ;10;10;10;1;1;1;activo
85;2;PRECINTO 250MM MEDIANO ;10;10;10;1;1;1;activo
86;2;PRECINTO 270MM MEDIANO ;10;10;10;1;1;1;activo
87;2;PRECINTO 300MM LARGO ;10;10;10;1;1;1;activo
88;2;PRECINTO 380MM LARGO ;10;10;10;1;1;1;activo
89;2;PRECINTO 400MM LARGO ;10;10;10;1;1;1;activo
90;2;REMACHE 4X20 ;10;10;10;1;1;1;activo
91;2;REMACHE 5X20 ;10;10;10;1;1;1;activo
92;2;REMACHE 6X20 ;10;10;10;1;1;1;activo
93;2;"TORNILLO T1 ""1/2"" PUNTA AGUJA ";10;10;10;1;1;1;activo
94;2;"TORNILLO T1 ""3/4"" PUNTA AGUJA ";10;10;10;1;1;1;activo
95;2;"TORNILLO T1 ""1"" PUNTA AGUJA ";10;10;10;1;1;1;activo
96;2;"TORNILLO T1""1 1/2"" PUNTA AGUJA ";10;10;10;1;1;1;activo
97;2;"AUTOPERFORANTE HEX 3/8X""1 1/2"" ";10;10;10;1;1;1;activo
98;2;"AUTOPERFORANTE HEX 3/8X""1"" ";10;10;10;1;1;1;activo
99;2;"AUTOPERFORANTE HEX 3/8X""3/4"" ";10;10;10;1;1;1;activo
100;2;"AUTOPERFORANTE HEX 3/8X""1/2"" ";10;10;10;1;1;1;activo
101;2;"AUTOPERFORANTE HEX 7,8X""1 1/2"" ";10;10;10;1;1;1;activo
102;2;"AUTOPERFORANTE HEX 7,8X""1"" ";10;10;10;1;1;1;activo
103;2;"AUTOPERFORANTE HEX 7,8X""3/4"" ";10;10;10;1;1;1;activo
104;2;"AUTOPERFORANTE HEX 7,8X""1/2"" ";10;10;10;1;1;1;activo
105;2;ACOPLE RAP. 6MM ;10;10;10;1;1;1;activo
106;2;ACOPLE RAP. T 6MM ;10;10;10;1;1;1;activo
107;2;ACOPLE RAP. CODO 6MM ;10;10;10;1;1;1;activo
108;2;ACOPLE RAP. 1/4MM ;10;10;10;1;1;1;activo
109;2;ACOPLE RAP. 8MM ;10;10;10;1;1;1;activo
110;2;ACOPLE RAP. T 8MM ;10;10;10;1;1;1;activo
111;2;ACOPLE RAP. CODO 8MM ;10;10;10;1;1;1;activo
112;2;ACOPLE RAP. 10MM ;10;10;10;1;1;1;activo
113;2;ACOPLE RAP. T 10MM ;10;10;10;1;1;1;activo
114;2;ACOPLE RAP. CODO 10MM ;10;10;10;1;1;1;activo
115;2;ACOPLE RAP. 3/8 MM ;10;10;10;1;1;1;activo
116;2;ACOPLE RAP. 12MM ;10;10;10;1;1;1;activo
117;2;ACOPLE RAP. T 12MM ;10;10;10;1;1;1;activo
118;2;ACOPLE RAP. CODO 12MM ;10;10;10;1;1;1;activo
119;2;ACOPLE RAP. 1/2MM ;10;10;10;1;1;1;activo
120;2;ACOPLE RAP. 14MM ;10;10;10;1;1;1;activo
121;2;ACOPLE RAP. T 14MM ;10;10;10;1;1;1;activo
122;2;ACOPLE RAP. CODO 14MM ;10;10;10;1;1;1;activo
123;2;ACOPLE RAP. 16MM ;10;10;10;1;1;1;activo
124;2;ACOPLE RECTO 3/8XM6MM ;10;10;10;1;1;1;activo
125;2;ACOPLE CODO 3/8XM6MM ;10;10;10;1;1;1;activo
126;2;TERMINAL PALA MACHO 6MM CORTO ;10;10;10;1;1;1;activo
127;2;TERMINAL PALA MACHO 6MM LARGO BAU954;10;10;10;1;1;1;activo
128;2;TERMINAL PALA HEMBRA 6MM BAU950;10;10;10;1;1;1;activo
129;2;TERMINAL PALA MACHO 10MM CORTO ;10;10;10;1;1;1;activo
130;2;TERMINAL PALA HEMBRA 10MM ;10;10;10;1;1;1;activo
131;2;TERMINAL OJAL 6MM ;10;10;10;1;1;1;activo
132;2;TERMINAL OJAL 8MM ;10;10;10;1;1;1;activo
133;2;TERMINAL OJAL 10MM ;10;10;10;1;1;1;activo
134;2;TERMINAL OJAL 12MM ;10;10;10;1;1;1;activo
135;2;TERMINAL OJAL N�16 ;10;10;10;1;1;1;activo
136;2;TERMINAL OJAL N�35 ;10;10;10;1;1;1;activo
137;2;TERMINAL OJAL N�50 ;10;10;10;1;1;1;activo
138;2;TERMINAL OJAL N�75 ;10;10;10;1;1;1;activo
139;2;TERMOCONTRAIBLE 3,2MM ;10;10;10;1;1;1;activo
140;2;TERMOCONTRAIBLE 4,8MM ;10;10;10;1;1;1;activo
141;2;TERMOCONTRAIBLE 6,4MM ;10;10;10;1;1;1;activo
142;2;TERMOCONTRAIBLE 8,0MM ;10;10;10;1;1;1;activo
143;2;SELLADOR BLANCO ;10;10;10;1;1;1;activo
144;2;SELLADOR TRANSPARENTE ;10;10;10;1;1;1;activo
145;2;SELLADOR ROJO ALTA TEMPERATURA ;10;10;10;1;1;1;activo
146;2;SELLADOR FORMA JUNTA GRIS ;10;10;10;1;1;1;activo
147;2;ABRAZADERA 5-10 ;10;10;10;1;1;1;activo
148;2;ABRAZADERA 16-22 ;10;10;10;1;1;1;activo
149;2;ABRAZADERA 23-35 ;10;10;10;1;1;1;activo
150;2;ABRAZADERA 30-40 ;10;10;10;1;1;1;activo
151;2;ABRAZADERA 30-45 ;10;10;10;1;1;1;activo
152;2;ABRAZADERA 40-55 ;10;10;10;1;1;1;activo
153;2;ABRAZADERA 50-65 ;10;10;10;1;1;1;activo
154;2;ABRAZADERA 10-16 ;10;10;10;1;1;1;activo
155;2;ABRAZADERA 60-75 ;10;10;10;1;1;1;activo
156;2;ABRAZADERA 70-85 ;10;10;10;1;1;1;activo
157;2;ABRAZADERA 80-95 ;10;10;10;1;1;1;activo
158;2;ABRAZADERA 90-105 ;10;10;10;1;1;1;activo
159;2;ABRAZADERA 100-115 ;10;10;10;1;1;1;activo
160;2;MANG POLIAM 6MM ;10;10;10;1;1;1;activo
161;2;MANG POLIAM 1/4MM ;10;10;10;1;1;1;activo
162;2;MANG POLIAM 8MM ;10;10;10;1;1;1;activo
163;2;MANG POLIAM 3/8MM ;10;10;10;1;1;1;activo
164;2;MANG POLIAM 10MM ;10;10;10;1;1;1;activo
165;2;MANG POLIAM 12MM ;10;10;10;1;1;1;activo
166;2;MANG POLIAM 1/2MM ;10;10;10;1;1;1;activo
167;2;MANG POLIAM 14MM ;10;10;10;1;1;1;activo
168;2;MANG POLIAM 16MM ;10;10;10;1;1;1;activo
169;2;ACOPLE BRONCE RECTO 6MM ;10;10;10;1;1;1;activo
170;2;ACOPLE BRONCE RECTO 8MM ;10;10;10;1;1;1;activo
171;2;ACOPLE BRONCE RECTO 10MM ;10;10;10;1;1;1;activo
172;2;ACOPLE BRONCE RECTO 12MM ;10;10;10;1;1;1;activo
173;2;ACOPLE BRONCE RECTO 14MM ;10;10;10;1;1;1;activo
174;2;ACOPLE BRONCE RECTO 16MM ;10;10;10;1;1;1;activo
175;2;BULON PERFORADO (RACORD) 6MM ;10;10;10;1;1;1;activo
176;2;BULON PERFORADO (RACORD) 8MM ;10;10;10;1;1;1;activo
177;2;BULON PERFORADO (RACORD) 10MM ;10;10;10;1;1;1;activo
178;2;BULON PERFORADO (RACORD) 12MM ;10;10;10;1;1;1;activo
179;2;BULON PERFORADO (RACORD) 14MM ;10;10;10;1;1;1;activo
180;2;BULON PERFORADO (RACORD) 16MM ;10;10;10;1;1;1;activo
181;2;UNION ORIENTAL 16X12MM ;10;10;10;1;1;1;activo
182;2;UNION ORIENTAL 16X10MM ;10;10;10;1;1;1;activo
183;2;UNION ORIENTAL 16X8MM ;10;10;10;1;1;1;activo
184;2;UNION ORIENTAL 14X10MM ;10;10;10;1;1;1;activo
185;2;UNION ORIENTAL 14X12MM ;10;10;10;1;1;1;activo
186;2;UNION ORIENTAL 14X8MM ;10;10;10;1;1;1;activo
187;2;UNION ORIENTAL 12X6MM ;10;10;10;1;1;1;activo
188;2;UNION ORIENTAL 12X8MM ;10;10;10;1;1;1;activo
189;2;UNION ORIENTAL 12X10MM ;10;10;10;1;1;1;activo
190;2;ELECTRODOS 1,5 PUNTA AZUL ;10;10;10;1;1;1;activo
191;2;ELECTRODOS 2,5 PUNTA AZUL ;10;10;10;1;1;1;activo
192;2;ELECTRODOS 3,2 PUNTA AZUL E6013 ;10;10;10;1;1;1;activo
193;2;ELECTRODOS 2,5 PUNTA VERDE ;10;10;10;1;1;1;activo
194;2;ELECTRODOS 3,5 PUNTA VERDE ;10;10;10;1;1;1;activo
195;2;CINTA AISLADORA  ;10;10;10;1;1;1;activo
196;2;CINTA AISLADORA S/PEGAMENTO ;10;10;10;1;1;1;activo
197;2;TEFLON ;10;10;10;1;1;1;activo
198;2;POXILINA 10MM 38ML/70GR;10;10;10;1;1;1;activo
199;2;POXIPOL TRANSPRENTE 10MM 70ML/82GR;10;10;10;1;1;1;activo
200;2;LA GOTITA 2ML ;10;10;10;1;1;1;activo
201;2;VARILLA P/SOLDAR PLATA ;10;10;10;1;1;1;activo
202;2;VARILLA P/SOLDAR BRONCE 2,5MM ;10;10;10;1;1;1;activo
203;2;PENETRIL AFLOJA TODO 250CC;10;10;10;1;1;1;activo
204;2;LIMPIA CONTACTO 280CC;10;10;10;1;1;1;activo
205;2;DISCO CORTE 115X1.6X22 ;10;10;10;1;1;1;activo
206;2;ESTA�O 60/40 BOBINA 1/4KG ;10;10;10;1;1;1;activo
207;2;REMACHE 4.8X20 ;10;10;10;1;1;1;activo
208;2;REMACHE 4.8X25 ;10;10;10;1;1;1;activo
209;2;REMACHE 4.8X30 ;10;10;10;1;1;1;activo
210;2;REMACHE 3.5X30 ;10;10;10;1;1;1;activo
211;2;DISCO CORTE 178X1.6X22 ;10;10;10;1;1;1;activo
212;2;GUANTES MECANICO ;10;10;10;1;1;1;activo
213;2;REMACHE 3.5X19 ;10;10;10;1;1;1;activo
214;2;DISCO FLAP 115X22,23;10;10;10;1;1;1;activo
215;2;SELLADOR NEGRO P/VIDRIOS SIKA/PU55;10;10;10;1;1;1;activo
216;2;HOJA DE CUTTER ;10;10;10;1;1;1;activo
217;2;TERMOCONTRAIBLE 3,0MM ;10;10;10;1;1;1;activo
218;2;TERMOCONTRAIBLE 4,5MM ;10;10;10;1;1;1;activo
219;2;TERMOCONTRAIBLE 6,0MM ;10;10;10;1;1;1;activo
220;2;TERMOCONTRAIBLE 13,0MM ;10;10;10;1;1;1;activo
221;2;TERMINAL PALA MACHO 4,5 LARGO ;10;10;10;1;1;1;activo
222;2;ADHESIVO POXIRRAN ;10;10;10;1;1;1;activo
223;2;ACOPLE RAP. 6MM A 8MM ;10;10;10;1;1;1;activo
224;2;TERMINAL OJAL 7MM ;10;10;10;1;1;1;activo
225;2;ABRAZADERA 38-50 ;10;10;10;1;1;1;activo
226;2;ABRAZADERA 60-80 ;10;10;10;1;1;1;activo
227;2;ABRAZADERA 25-35 ;10;10;10;1;1;1;activo
228;2;ABRAZADERA 45-60 ;10;10;10;1;1;1;activo
229;2;ABRAZADERA 20-28 ;10;10;10;1;1;1;activo
230;2;ABRAZADERA 25-40 ;10;10;10;1;1;1;activo
231;2;BULON PERFORADO DOBLE 14X1,5MM ;10;10;10;1;1;1;activo
232;2;BULON M10X45X1,5 ;10;10;10;1;1;1;activo
233;2;MANG POLIETILENO K6 3/4 ;10;10;10;1;1;1;activo
234;2;BULON M10X35X1,5 ;10;10;10;1;1;1;activo
235;2;BULON 5/8  BUJE DEL MINIBUS;10;10;10;1;1;1;activo
236;2;BULON M10X35X1,5 G10.9 ;10;10;10;1;1;1;activo
237;2;CERRADURA CAJON ESCRITORIO 22MM;10;10;10;1;1;1;activo
238;2;HOJA DE CUTTER 25MM ;10;10;10;1;1;1;activo
239;2;CUTTER 25MM 185MM TMB;10;10;10;1;1;1;activo
240;2;DISCO DESBASTE 80X13.3;10;10;10;1;1;1;activo
241;2;PLACA DURLOCK STD  9,5mmX120cmX240cm;10;10;10;1;1;1;activo
242;2;BULON M12X35X1,5 ;10;10;10;1;1;1;activo
243;2;TUERCA M12X1,75 ;10;10;10;1;1;1;activo
244;2;TUERCA M14X2 ;10;10;10;1;1;1;activo
245;2;BULON M16X90 10.9 TENSOR CUMMING ;10;10;10;1;1;1;activo
246;2;TORNILLO T2 AGUJA  3,5MM X 2,54CM;10;10;10;1;1;1;activo
247;2;TUERCA REMACHE 8MM ;10;10;10;1;1;1;activo
248;2;BISAGRA P/SOLDAR ;10;10;10;1;1;1;activo
249;2;PASADOR SEGURIDAD C/LLAVE CRUZ 805 CROMADO;10;10;10;1;1;1;activo
250;2;CADENA N�40 X METRO ;10;10;10;1;1;1;activo
251;2;ARANDELA BISELADA M16 ;10;10;10;1;1;1;activo
252;2;ESPATULA N�20 ;10;10;10;1;1;1;activo
253;2;TORNILLO FIX 4.5 X 50 ;10;10;10;1;1;1;activo
254;2;CARGA DE TUBO OXIGENO ;10;10;10;1;1;1;activo
255;2;AEROSOL PARA JUNTA TAPA CILIND ;10;10;10;1;1;1;activo
256;2;CANDADO N�31 ;10;10;10;1;1;1;activo
257;2;BULON M10X80X1,5 ;10;10;10;1;1;1;activo
258;2;BULON M10X55X1,5 ;10;10;10;1;1;1;activo
259;2;BULON M10X65X1,5 ;10;10;10;1;1;1;activo
260;2;BULON M10X90X1,5 ;10;10;10;1;1;1;activo
261;2;MANOMETRO OXIGENO  ;10;10;10;1;1;1;activo
262;2;TERMOCONTRAIBLE 2,0MM ;10;10;10;1;1;1;activo
263;2;CINTA BIFAZ ;10;10;10;1;1;1;activo
264;2;VARILLA ROSCADA 8MMX1.25MMX1MT ;10;10;10;1;1;1;activo
265;2;TUERCA M8X1,25 ;10;10;10;1;1;1;activo
266;2;ACOPLE RAPIDO 1/4 RH 1/4 ;10;10;10;1;1;1;activo
267;2;NIPLE SAL. 1/4 RM 1/4  ;10;10;10;1;1;1;activo
268;2;ADHESIVO JUNTA MOTOR POWER ENGINE 75G;10;10;10;1;1;1;activo
269;2;BURLETE ESPONJOSO 8X30 POR METRO;10;10;10;1;1;1;activo
270;2;SELLADOR DE GRIETAS P/RADIADOR ;10;10;10;1;1;1;activo
271;2;BURLETE ESPONJOSO 20X40 POR METRO;10;10;10;1;1;1;activo
272;2;MANG AZUL P/ELECTRICIDAD 3/4 ;10;10;10;1;1;1;activo
273;2;BULON M12X120 ;10;10;10;1;1;1;activo
274;2;MANOMETRO ACETILENO METAL PILAR;10;10;10;1;1;1;activo
275;2;CARGA DE TUBO ACETILENO ;10;10;10;1;1;1;activo
276;2;MANOMETRO PRESION AIRE ;10;10;10;1;1;1;activo
277;2;ESPIGA ESPIGA METAL 3/4 ;10;10;10;1;1;1;activo
278;2;ESPIGA ESPIGA METAL 13MM ;10;10;10;1;1;1;activo
279;2;ESPIGA ESPIGA METAL 16MM ;10;10;10;1;1;1;activo
280;2;BULON DE BIELA MWM 12X1,50 59CM ;10;10;10;1;1;1;activo
281;2;BULON M4X25 ;10;10;10;1;1;1;activo
282;2;BULON M4X12 ;10;10;10;1;1;1;activo
283;2;TUERCA M4 ;10;10;10;1;1;1;activo
284;2;ARANDELA PLANA M4 ;10;10;10;1;1;1;activo
285;2;BULON M5X60 ;10;10;10;1;1;1;activo
286;2;BULON M5X25 ;10;10;10;1;1;1;activo
287;2;ARANDELA PLANA M5 ;10;10;10;1;1;1;activo
288;2;TUERCA M5 ;10;10;10;1;1;1;activo
289;2;TERMINAL OJAL N�25 ;10;10;10;1;1;1;activo
290;2;MANG RETORNO 6MM ;10;10;10;1;1;1;activo
291;2;TRABA ROSCAS 50G  LOCTITE 242 ;10;10;10;1;1;1;activo
292;2;HOJA DE SIERRA 18D - 24D ;10;10;10;1;1;1;activo
293;2;SELLADOR DE JUNTAS AEROSOL  ;10;10;10;1;1;1;activo
294;2;ESPARRAGO 8MM  ;10;10;10;1;1;1;activo
295;2;ESPARRAGO 6MM ;10;10;10;1;1;1;activo
296;2;BULON M12X100 ;10;10;10;1;1;1;activo
297;2;BULON M16X150 ;10;10;10;1;1;1;activo
298;2;BULON M16X75 ;10;10;10;1;1;1;activo
299;2;BULON M16X110 ELASTICO DELANT MNBU;10;10;10;1;1;1;activo
300;2;BULON allem 3/8x1x25 bulon de cardan;10;10;10;1;1;1;activo
301;2;BULON ALEM M8X130 ;10;10;10;1;1;1;activo
302;2;BULON M10X110X1,5 ;10;10;10;1;1;1;activo
303;2;TERMOCONTRAIBLE 1.6MM ;10;10;10;1;1;1;activo
304;2;ALEMITE 1/8 RECTO  ;10;10;10;1;1;1;activo
305;2;ALEMITE 10X1 RECTO  ;10;10;10;1;1;1;activo
306;2;ALEMITE 10X1 CURVO 45� ;10;10;10;1;1;1;activo
307;2;ALEMITE 1/8 CURVO 45� ;10;10;10;1;1;1;activo
308;2;BURLETE UNIVERSAL POR METRO;10;10;10;1;1;1;activo
309;2;ACOPLE RAP 3/16 ;10;10;10;1;1;1;activo
310;2;UNION TUBO 16XM16X1.5 6054005049003;10;10;10;1;1;1;activo
311;2;MANGUERA INTERM CUMMINS 3.8 6008005744005;10;10;10;1;1;1;activo
312;2;CINTA AISLADORA DE TELA ;10;10;10;1;1;1;activo
313;2;DISCO CORTE 350X3.2X25.4 ;10;10;10;1;1;1;activo
314;2;"ACOPLE RAP. 8mmX1/8"" ";10;10;10;1;1;1;activo
315;2;"ACOPLE RAP. 6mmX1/8"" ";10;10;10;1;1;1;activo
316;2;"ACOPLE TIPO TRILER 12X3/8"" ";10;10;10;1;1;1;activo
1;3;RODAMIENTO 3205 ;10;10;10;1;1;1;activo
2;3;RODAMIENTO 3304 ;10;10;10;1;1;1;activo
3;3;RODAMIENTO 6002 ;10;10;10;1;1;1;activo
4;3;RODAMIENTO 6003 ;10;10;10;1;1;1;activo
5;3;RODAMIENTO 6005 DIRECTA EMBRAGUE VW;10;10;10;1;1;1;activo
6;3;RODAMIENTO 6203 VOLANTE MINIBUS;10;10;10;1;1;1;activo
7;3;RODAMIENTO 6205 ;10;10;10;1;1;1;activo
8;3;RODAMIENTO 6206 ;10;10;10;1;1;1;activo
9;3;RODAMIENTO 6303 TENSOR CUMMING;10;10;10;1;1;1;activo
10;3;MANG INTERCOOLER VW NEGRA VW 2WO-117-413-G;10;10;10;1;1;1;activo
11;3;RODAMIENTO 6305 ;10;10;10;1;1;1;activo
12;3;RODAMIENTO 6306 ;10;10;10;1;1;1;activo
13;3;RODAMIENTO 6328 ;10;10;10;1;1;1;activo
14;3;BOMBA AGUA VW 15.190 BA909 VW51065006673/1 ;10;10;10;1;1;1;activo
15;3;BOMBA AGUA AGRALE MA17 ;10;10;10;1;1;1;activo
16;3;BOMBA AGUA MINIBUS MA10/MA8.7 CMS5269784/1-BA913;10;10;10;1;1;1;activo
17;3;BOMBA AGUA MINIBUS MWM ;10;10;10;1;1;1;activo
18;3;BOMBA AGUA IVECO DAILY 5801514155;10;10;10;1;1;1;activo
19;3;BOMBA AGUA FORD TRANSIT ;10;10;10;1;1;1;activo
20;3;SERVO EMBRAGUE 85MM ;10;10;10;1;1;1;activo
21;3;SERVO EMBRAGUE 100MM ;10;10;10;1;1;1;activo
22;3;TAPA COMP AGRALE ;10;10;10;1;1;1;activo
23;3;TAPA COMP CUMMING MONO.CIL ;10;10;10;1;1;1;activo
24;3;TAPA COMP MB O500 ;10;10;10;1;1;1;activo
25;3;TAPA COMP MNBUS MA10 ;10;10;10;1;1;1;activo
26;3;TAPA COMP MNBUS MA8.7 ;10;10;10;1;1;1;activo
27;3;TAPA COMP LARGA MA17 W85;10;10;10;1;1;1;activo
28;3;KIT REP TAPA AGRALE ;10;10;10;1;1;1;activo
29;3;KIT REP TAPA CUMMING MONO.CIL ;10;10;10;1;1;1;activo
30;3;KIT REP TAPA MNBUS MA10 ;10;10;10;1;1;1;activo
31;3;KIT REP TAPA MNBUS M8.7 ;10;10;10;1;1;1;activo
32;3;KIT REP TAPA MA17 ;10;10;10;1;1;1;activo
33;3;COMPRESOR AGRALE MA10 ;10;10;10;1;1;1;activo
34;3;COMPRESOR AGRALE MA17 ;10;10;10;1;1;1;activo
35;3;COMPRESOR TM31 8PK MINIBUS 33Z-YA 366-TA;10;10;10;1;1;1;activo
36;3;COMPRESOR MB O500 ;10;10;10;1;1;1;activo
37;3;COMPRESOR VW ;10;10;10;1;1;1;activo
38;3;TURBO CUMMING TSF3.8 ;10;10;10;1;1;1;activo
39;3;BOMBA HIDRAULICA ;10;10;10;1;1;1;activo
40;3;"DIAFRAGMA ""16"" ";10;10;10;1;1;1;activo
41;3;"DIAFRAGMA ""18"" ";10;10;10;1;1;1;activo
42;3;"DIAFRAGMA ""20"" ";10;10;10;1;1;1;activo
43;3;"DIAFRAGMA ""22"" ";10;10;10;1;1;1;activo
44;3;"DIAFRAGMA ""24"" ";10;10;10;1;1;1;activo
45;3;"DIAFRAGMA ""26"" ";10;10;10;1;1;1;activo
46;3;"DIAFRAGMA ""28"" ";10;10;10;1;1;1;activo
47;3;"DIAFRAGMA ""30"" ";10;10;10;1;1;1;activo
48;3;PULMON SUSPENSION 130MM ;10;10;10;1;1;1;activo
49;3;PULMON SUSPENSION 150MM ;10;10;10;1;1;1;activo
50;3;AMORTIGUADOR DEL VW 15190 45126;10;10;10;1;1;1;activo
51;3;AMORTIGUADOR TRAS VW 15190 ;10;10;10;1;1;1;activo
52;3;AMORTIGUADOR DEL MNBUS MA8.7 85061HOP - 62580 ;10;10;10;1;1;1;activo
53;3;AMORTIGUADOR TRAS MNBUS MA10 85060HOP - 62581;10;10;10;1;1;1;activo
54;3;AMORTIGUADOR DEL IVECO DAILY ;10;10;10;1;1;1;activo
55;3;AMORTIGUADOR TRAS IVECO DAILY ;10;10;10;1;1;1;activo
56;3;TERMOSTATO AGUA 71� VW ;10;10;10;1;1;1;activo
57;3;TERMOSTATO AGUA 83� VW ;10;10;10;1;1;1;activo
58;3;EXTREMO BARRA LARGA DER 15511 MINIBUS;10;10;10;1;1;1;activo
